year,avg_max_air_temp_adjusted,avg_max_air_temp_raw,avg_min_air_temp_adjusted,avg_min_air_temp_raw,annual_avg_air_temp_adjusted,annual_avg_air_temp_raw,avg_range_air_temp_adjusted,avg_precip_raw_mm,avg_snow_raw_cm,avg_snow_depth_cm,avg_ice_duration
1882,13.275342465753425,13.275342465753425,4.438356164383562,4.438356164383562,8.854794520547944,8.854794520547944,8.836986301369864,3.188219178082192,NA,NA,85.66666666666667
1883,10.87013698630137,10.87013698630137,1.4654794520547945,1.4654794520547945,6.167397260273972,6.167397260273972,9.404657534246576,3.563835616438356,NA,NA,126.66666666666667
1884,11.822677595628415,10.9275956284153,-0.32814207650273225,2.0349726775956283,5.766666666666667,6.48087431693989,12.150819672131147,3.7259562841530056,0.3781693989071038,NA,129.66666666666666
1885,11.026027397260274,10.129041095890411,-0.9898630136986302,1.3775342465753424,5.036986301369863,5.754520547945205,12.015890410958905,3.046027397260274,0.31032876712328766,NA,128.33333333333334
1886,13.057260273972602,12.163287671232876,0.19890410958904112,2.567945205479452,6.64931506849315,7.367397260273973,12.858356164383562,2.331232876712329,0.5170958904109589,NA,130
1887,13.215068493150685,12.321917808219178,0.02191780821917802,2.3904109589041096,6.6386301369863014,7.356712328767124,13.193150684931506,3.02,0.5316712328767124,NA,131
1888,11.738251366120219,10.843989071038251,-0.6098360655737706,1.7538251366120219,5.585792349726776,6.298633879781421,12.348087431693989,1.915846994535519,0.14295081967213116,NA,131.66666666666666
1889,13.554246575342466,12.656712328767123,1.2852054794520549,3.6534246575342464,7.441643835616438,8.155068493150685,12.269041095890412,1.6753424657534246,0.19553424657534246,NA,92.33333333333333
1890,13.307945205479452,12.414794520547945,1.1531506849315067,3.5194520547945207,7.251780821917809,7.967945205479452,12.154794520547945,2.6931506849315068,0.2846301369863014,NA,74.5
1891,13.6386301369863,12.747123287671233,0.6769863013698629,3.044931506849315,7.179178082191781,7.892602739726027,12.961643835616439,1.8252054794520547,0.27136986301369864,NA,112
1892,11.736338797814208,10.841256830601093,0.25191256830601094,2.6207650273224044,6.016666666666667,6.729781420765027,11.484426229508196,2.578415300546448,0.3989890710382514,NA,96.5
1893,12.293424657534247,11.401095890410959,-0.5958904109589042,1.7701369863013698,5.87041095890411,6.584657534246575,12.88931506849315,2.5147945205479454,0.2678082191780822,NA,122.33333333333333
1894,14.478356164383563,13.57945205479452,1.903835616438356,4.26986301369863,8.21041095890411,8.925753424657534,12.574520547945205,2.035068493150685,0.13219178082191782,NA,104.33333333333333
1895,13.54958904109589,12.652328767123288,0.3,2.6682191780821918,6.946301369863014,7.657534246575342,13.24958904109589,1.1736986301369863,0.1467945205479452,NA,102.5
1896,13.469398907103825,12.572131147540984,1.655191256830601,4.0224043715847,7.58224043715847,8.29808743169399,11.814207650273223,2.1448087431693987,0.14989071038251367,NA,105
1897,13.298356164383561,12.401643835616438,1.2997260273972602,3.664383561643836,7.323013698630137,8.035616438356165,11.998630136986302,1.7695890410958903,0.24632876712328766,NA,116.5
1898,13.122465753424658,12.228219178082192,1.2610958904109588,3.6235616438356164,7.211780821917809,7.926849315068493,11.8613698630137,2.230684931506849,0.39457534246575343,NA,100.5
1899,13.377808219178082,12.481369863013699,0.5682191780821918,2.9342465753424656,6.993972602739726,7.706849315068493,12.80958904109589,1.8997260273972603,0.16145205479452054,NA,129.5
1900,13.952054794520548,13.056986301369863,1.4701369863013698,3.8358904109589043,7.732876712328767,8.446301369863013,12.481917808219178,2.3219178082191783,0.2734794520547945,NA,111.5
1901,13.733424657534247,12.84027397260274,1.053972602739726,3.423013698630137,7.416164383561644,8.13041095890411,12.67945205479452,1.6443835616438356,0.15380821917808218,NA,112.5
1902,13.100821917808219,12.204931506849315,1.426849315068493,3.796712328767123,7.282465753424658,7.998630136986302,11.673972602739726,2.390958904109589,0.06539726027397261,NA,104
1903,12.696986301369863,11.798356164383561,0.72,3.08986301369863,6.73013698630137,7.443287671232877,11.976986301369863,2.4106849315068493,0.22336986301369863,NA,87
1904,11.924863387978142,11.028142076502732,-0.19316939890710383,2.173224043715847,5.886065573770492,6.600546448087432,12.118032786885246,2.1330601092896173,0.2630054644808743,2.655869565217391,133
1905,12.66876712328767,11.866849315068492,0.23041095890410962,2.635068493150685,6.443287671232877,7.251232876712328,12.438356164383562,1.8484931506849316,0.28043835616438356,4.944109589041096,109.5
1906,13.34,12.711232876712328,1.4767123287671233,3.6345205479452054,7.346027397260274,8.172602739726027,11.863287671232877,2.330684931506849,0.22197260273972602,1.100986301369863,106
1907,12.15013698630137,11.518630136986301,0.4621917808219178,2.621369863013699,6.243013698630137,7.070958904109589,11.687945205479451,2.208767123287671,0.18087671232876712,0.8197808219178082,100
1908,13.847267759562842,13.210928961748634,1.4931693989071038,3.6475409836065573,7.601639344262296,8.4275956284153,12.354098360655737,1.83224043715847,0.19912568306010928,1.515655737704918,94.5
1909,12.606849315068493,11.970684931506849,0.8964383561643835,3.0575342465753423,6.68958904109589,7.515890410958904,11.71041095890411,2.2695890410958905,0.4118904109589041,3.1495068493150686,112
1910,13.841095890410958,13.20958904109589,1.0117808219178082,3.164931506849315,7.359726027397261,8.184383561643836,12.82931506849315,1.8068493150684932,0.36041095890410957,7.992958904109589,97
1911,13.807671232876713,13.174794520547945,2.021917808219178,4.176712328767123,7.847945205479452,8.676164383561645,11.785753424657534,2.294794520547945,0.2560821917808219,1.1738904109589041,102
1912,11.947267759562841,11.317213114754098,-0.1459016393442623,2.0040983606557377,5.834699453551913,6.662021857923497,12.093169398907104,2.319945355191257,0.30743169398907105,3.5317486338797814,110.5
1913,13.75095890410959,13.121643835616439,1.4473972602739726,3.604109589041096,7.536712328767123,8.36109589041096,12.303561643835616,2.5336986301369864,0.2330958904109589,1.2205205479452055,101.5
1914,13.40054794520548,12.771780821917808,1.3353424657534247,3.4912328767123286,7.305753424657534,8.12958904109589,12.065205479452056,2.0161643835616436,0.19202739726027399,1.2928767123287672,85.5
1915,12.69972602739726,12.067671232876712,1.1035616438356164,3.261917808219178,6.8402739726027395,7.661369863013698,11.596164383561645,2.885205479452055,0.1593150684931507,1.7612876712328767,115
1916,12.86967213114754,12.237978142076503,0.4950819672131148,2.6494535519125684,6.616939890710382,7.441256830601093,12.374590163934426,2.697540983606557,0.2789071038251366,1.48724043715847,106.5
1917,10.855342465753425,10.221369863013699,-1.101917808219178,1.0556164383561644,4.811506849315069,5.638082191780822,11.957260273972603,2.144383561643836,0.26646575342465756,2.595698630136986,116
1918,13.2813698630137,12.650684931506849,1.1356164383561644,3.2926027397260276,7.142191780821918,7.971506849315069,12.145753424657535,1.9471232876712328,0.37224657534246575,4.318712328767123,115.5
1919,13.14986301369863,12.517260273972603,1.4402739726027398,3.593972602739726,7.227945205479452,8.053972602739726,11.70958904109589,2.5635616438356164,0.22816438356164384,2.9094794520547946,82.5
1920,12.828142076502733,12.19535519125683,1.0532786885245902,3.207377049180328,6.87103825136612,7.7,11.774863387978142,2.1797814207650275,0.19846994535519125,4.359672131147541,113
1921,14.7813698630137,14.14986301369863,3.237260273972603,5.393972602739726,8.942191780821918,9.771232876712329,11.544109589041096,2.802191780821918,0.26164383561643834,0.5818082191780822,83
1922,13.947945205479453,13.315342465753425,2.066849315068493,4.224383561643836,7.941369863013699,8.76986301369863,11.88109589041096,2.395068493150685,0.1238082191780822,0.5343013698630137,96
1923,13.29068493150685,12.656164383561643,1.4117808219178083,3.566027397260274,7.285205479452054,8.112602739726027,11.87890410958904,2.500821917808219,0.4829041095890411,2.5329589041095892,126
1924,11.522677595628416,10.891530054644809,0.004371584699453572,2.158743169398907,5.698087431693989,6.524590163934426,11.518306010928962,2.389617486338798,0.29688524590163934,2.313005464480874,103.5
1925,13.145753424657535,12.509589041095891,0.8580821917808219,3.0142465753424657,6.9361643835616436,7.761369863013699,12.287671232876713,1.9901369863013698,0.2790958904109589,1.6206849315068494,104
1926,12.083835616438357,11.448767123287672,0.47753424657534244,2.634794520547945,6.212876712328767,7.043287671232877,11.606301369863013,2.1315068493150684,0.36246575342465753,2.544109589041096,125
1927,13.118630136986301,12.483835616438355,1.4767123287671233,3.6331506849315067,7.232602739726027,8.0586301369863,11.641917808219178,2.410958904109589,0.1872054794520548,1.4544109589041097,102.5
1928,13.280054644808743,12.647267759562842,1.7349726775956285,3.8901639344262295,7.444808743169399,8.268852459016394,11.545081967213115,2.571311475409836,0.2344808743169399,0.7918852459016393,107
1929,11.905479452054795,11.27068493150685,0.020547945205479472,2.1775342465753424,5.8991780821917805,6.726575342465753,11.884931506849314,2.2416438356164385,0.4098904109589041,7.376493150684931,102.66666666666667
1930,13.849315068493151,13.216164383561644,1.7468493150684932,3.904109589041096,7.7345205479452055,8.561095890410959,12.102465753424658,2.129041095890411,0.25394520547945204,2.361095890410959,105.5
1931,15.547671232876713,14.913424657534247,4.068767123287671,6.223013698630137,9.741917808219178,10.57013698630137,11.478904109589042,2.586849315068493,0.2887945205479452,0.8551506849315068,98
1932,13.34863387978142,12.71775956284153,1.494535519125683,3.648633879781421,7.358469945355191,8.184972677595628,11.854098360655737,1.8898907103825136,0.09784153005464481,0.8577595628415301,62.5
1933,14.186849315068493,13.555890410958904,2.210958904109589,4.367671232876712,8.134794520547945,8.95972602739726,11.975890410958904,2.230958904109589,0.21156164383561643,0.7521917808219178,111
1934,14.645479452054795,14.011232876712329,2.1334246575342464,4.288767123287672,8.327123287671233,9.153698630136986,12.512054794520548,2.063013698630137,0.1203013698630137,0.7501643835616438,97
1935,12.70082191780822,12.068493150684931,1.3832876712328768,3.5383561643835617,6.977534246575343,7.803561643835616,11.317534246575342,1.932054794520548,0.27972602739726027,1.848904109589041,96
1936,13.20792349726776,12.576229508196722,0.6715846994535519,2.8295081967213114,6.8762295081967215,7.703825136612022,12.536338797814208,1.8360655737704918,0.360792349726776,6.1563114754098365,104
1937,12.87917808219178,12.245479452054795,0.9723287671232876,3.1295890410958904,6.8621917808219175,7.687123287671233,11.906849315068493,2.095068493150685,0.19895890410958905,1.8545479452054794,122
1938,14.27013698630137,13.636438356164383,2.8465753424657536,5.001095890410959,8.49095890410959,9.319452054794521,11.423561643835617,2.972054794520548,0.19347945205479453,1.3882191780821918,108
1939,15.05835616438356,14.426575342465753,2.652328767123288,4.80958904109589,8.78958904109589,9.61890410958904,12.406027397260274,1.7312328767123288,0.18643835616438356,0.8718904109589041,106.33333333333333
1940,12.416393442622951,11.780601092896175,1.2068306010928962,3.360382513661202,6.743989071038252,7.571857923497268,11.209562841530055,2.283879781420765,0.37685792349726777,4.988989071038252,103.5
1941,14.487671232876712,13.856986301369863,2.8775342465753426,5.033150684931507,8.61945205479452,9.444109589041096,11.61013698630137,2.49013698630137,0.23654794520547945,1.5267945205479452,111.5
1942,13.22,12.588219178082191,1.8693150684931505,4.024109589041096,7.478904109589041,8.304383561643835,11.35068493150685,2.1895890410958905,0.1961917808219178,2.826,83.5
1943,12.705205479452054,12.06904109589041,0.8641095890410959,3.023835616438356,6.722739726027397,7.546027397260274,11.841095890410958,1.8775342465753424,0.3061643835616438,4.529589041095891,115
1944,13.580327868852459,12.946174863387979,2.3010928961748633,4.4557377049180324,7.877595628415301,8.701639344262295,11.279234972677596,2.2827868852459017,0.27475409836065573,2.023032786885246,107.5
1945,12.686027397260274,12.052876712328768,1.1898630136986301,3.347671232876712,6.870684931506849,7.6997260273972605,11.496164383561643,1.9906849315068493,0.2880821917808219,4.71613698630137,95.33333333333333
1946,14.966575342465754,14.33095890410959,2.275068493150685,4.430410958904109,8.555616438356164,9.38054794520548,12.691506849315068,1.8347945205479452,0.22473972602739725,0.8983835616438356,104.33333333333333
1947,13.311780821917809,12.677808219178083,1.841917808219178,3.9983561643835617,7.51068493150685,8.337808219178083,11.46986301369863,2.606027397260274,0.33452054794520547,3.4215890410958902,104.5
1948,13.68224043715847,14.339617486338797,1.1816939890710383,2.031693989071038,7.57568306010929,8.368852459016393,12.500546448087432,1.7795081967213116,0.22549180327868854,2.2015300546448087,106
1949,14.162191780821917,14.82,1.7312328767123288,2.5821917808219177,8.151232876712328,8.945205479452055,12.43095890410959,2.0213698630136987,0.25465753424657533,1.9886027397260275,99.33333333333333
1950,12.050684931506849,12.709041095890411,0.21945205479452048,1.0704109589041095,6.185753424657534,6.97972602739726,11.83123287671233,2.696164383561644,0.342986301369863,2.6652328767123286,118.33333333333333
1951,11.627397260273973,12.284383561643835,0.181917808219178,1.032876712328767,6.012876712328767,6.806849315068493,11.445479452054794,2.298082191780822,0.4251506849315069,5.8541917808219175,125.66666666666667
1952,13.724863387978141,14.380874316939892,1.9027322404371585,2.7527322404371586,7.815027322404371,8.608196721311476,11.822131147540983,2.2010928961748633,0.3088251366120219,1.451120218579235,113
1953,14.601369863013698,15.257260273972603,2.6123287671232878,3.4632876712328766,8.592054794520548,9.386027397260275,11.98904109589041,2.0646575342465754,0.16142465753424656,0.620027397260274,87
1954,13.981917808219178,14.636164383561644,2.232054794520548,3.083013698630137,8.116438356164384,8.910410958904109,11.74986301369863,2.442191780821918,0.24849315068493152,0.8694794520547945,78.5
1955,14.042191780821918,14.700547945205479,1.6736986301369863,2.5246575342465754,7.891506849315069,8.685479452054794,12.368493150684932,1.5668493150684932,0.16063013698630135,0.7804383561643836,87.5
1956,13.714207650273224,14.370765027322404,1.4478142076502731,2.2978142076502732,7.492622950819672,8.285792349726776,12.26639344262295,2.1890710382513663,0.2456830601092896,0.9656830601092896,111.5
1957,13.133972602739727,13.79013698630137,1.451780821917808,2.302739726027397,7.263835616438357,8.057808219178082,11.682191780821919,2.289041095890411,0.19758904109589043,0.6086027397260274,101.5
1958,13.37041095890411,14.029041095890411,0.5106849315068492,1.3616438356164384,7.135890410958904,7.92986301369863,12.85972602739726,1.4693150684931506,0.14471232876712328,1.0416712328767124,102
1959,12.814246575342466,13.472602739726028,1.0561643835616437,1.907123287671233,7.033972602739726,7.827945205479452,11.758082191780822,2.807671232876712,0.5594520547945205,5.172767123287671,125.5
1960,12.714207650273224,12.714207650273224,1.3163934426229509,1.3163934426229509,7.412841530054645,7.412841530054645,11.397814207650272,2.694535519125683,0.23866120218579234,2.438551912568306,103
1961,13.377808219178082,13.377808219178082,1.6863013698630138,1.6863013698630138,7.835616438356165,7.835616438356165,11.691506849315068,2.1624657534246574,0.22468493150684932,1.2518630136986302,103
1962,12.665479452054795,12.665479452054795,1.3652054794520547,1.3652054794520547,7.2654794520547945,7.2654794520547945,11.30027397260274,1.495068493150685,0.30194520547945203,4.425671232876712,115
1963,13.424931506849315,13.424931506849315,0.763013698630137,0.763013698630137,7.3961643835616435,7.3961643835616435,12.661917808219178,1.8238356164383562,0.26364383561643834,2.0566027397260274,111.33333333333333
1964,14.708743169398907,14.708743169398907,1.894808743169399,1.894808743169399,8.628688524590164,8.628688524590164,12.813934426229508,1.639071038251366,0.21163934426229508,0.5706284153005464,102.5
1965,12.956712328767123,12.956712328767123,1.1679452054794521,1.1679452054794521,7.313150684931506,7.313150684931506,11.788767123287672,2.6191780821917807,0.3402739726027397,1.8246301369863014,117
1966,13.165753424657535,13.165753424657535,0.17808219178082194,0.17808219178082194,7.040547945205479,7.040547945205479,12.987671232876712,1.843013698630137,0.20805479452054795,1.457068493150685,65
1967,12.656438356164383,12.656438356164383,0.5446575342465754,0.5446575342465754,6.8463013698630135,6.8463013698630135,12.111780821917808,2.368219178082192,0.2212054794520548,2.162054794520548,93
1968,13.876775956284153,13.876775956284153,1.8177595628415302,1.8177595628415302,8.137158469945355,8.137158469945355,12.059016393442622,2.1327868852459018,0.14295081967213114,0.4784699453551913,89
1969,12.477260273972602,12.477260273972602,1.0726027397260274,1.0726027397260274,7.113150684931507,7.113150684931507,11.404657534246576,2.0663013698630137,0.2922191780821918,2.7765753424657533,110.66666666666667
1970,13.362465753424658,13.362465753424658,1.4605479452054795,1.4605479452054795,7.710684931506849,7.710684931506849,11.901917808219178,2.1375342465753424,0.2644109589041096,4.1337534246575345,107.66666666666667
1971,14.161643835616438,14.161643835616438,1.3232876712328767,1.3232876712328767,8.004383561643836,8.004383561643836,12.838356164383562,1.8912328767123288,0.4460547945205479,6.6466301369863015,108.33333333333333
1972,12.022677595628416,12.022677595628416,0.23442622950819675,0.23442622950819675,6.453005464480874,6.453005464480874,11.78825136612022,2.1494535519125684,0.34830601092896174,2.2598907103825137,112
1973,14.27013698630137,14.27013698630137,3.2043835616438354,3.2043835616438354,8.793424657534247,8.793424657534247,11.065753424657535,2.4742465753424656,0.2622739726027397,0.7724109589041096,97
1974,13.578356164383562,13.578356164383562,1.792054794520548,1.792054794520548,7.897534246575343,7.897534246575343,11.786301369863013,2.5115068493150683,0.34786301369863015,1.7034794520547945,99.5
1975,14.38109589041096,14.38109589041096,2.2515068493150685,2.2515068493150685,8.49150684931507,8.49150684931507,12.12958904109589,2.406027397260274,0.34994520547945207,2.1963013698630136,111
1976,14.28825136612022,14.28825136612022,-0.0622950819672131,-0.0622950819672131,7.492622950819672,7.492622950819672,14.350546448087432,1.4647540983606557,0.20404371584699454,1.2158743169398907,95.33333333333333
1977,13.771506849315069,13.771506849315069,1.4024657534246576,1.4024657534246576,7.915616438356165,7.915616438356165,12.369041095890411,2.2643835616438355,0.37846575342465755,2.3446027397260276,109
1978,12.795616438356165,12.795616438356165,0.49424657534246574,0.49424657534246574,6.644383561643836,6.644383561643836,12.301369863013699,2.5375342465753423,0.3542191780821918,5.628493150684932,125
1979,12.643013698630137,12.643013698630137,0.5578082191780822,0.5578082191780822,6.6,6.6,12.085205479452055,1.9575342465753425,0.3673698630136986,10.77254794520548,125.66666666666667
1980,13.004098360655737,13.004098360655737,1.04672131147541,1.04672131147541,7.0224043715847,7.0224043715847,11.957377049180328,2.3868852459016394,0.26224043715846995,0.997896174863388,108.66666666666667
1981,14.237534246575342,14.237534246575342,1.9243835616438356,1.9243835616438356,8.083013698630136,8.083013698630136,12.313150684931507,2.234794520547945,0.16073972602739725,0.711041095890411,93.66666666666667
1982,12.663287671232876,12.663287671232876,0.96,0.96,6.80986301369863,6.80986301369863,11.703287671232877,2.19972602739726,0.30824657534246575,4.5914246575342466,98
1983,12.99972602739726,12.99972602739726,2.027945205479452,2.027945205479452,7.50986301369863,7.50986301369863,10.971780821917807,2.2046575342465755,0.43498630136986305,3.099013698630137,65.66666666666667
1984,13.367486338797814,13.367486338797814,2.1131147540983606,2.1131147540983606,7.739617486338798,7.739617486338798,11.254371584699454,2.3407103825136613,0.23459016393442622,2.80672131147541,111
1985,12.761369863013698,12.761369863013698,1.3572602739726027,1.3572602739726027,7.055342465753425,7.055342465753425,11.404109589041095,2.711232876712329,0.5545479452054795,7.3609041095890415,95.66666666666667
1986,13.319178082191781,13.319178082191781,2.563013698630137,2.563013698630137,7.941095890410959,7.941095890410959,10.756164383561645,2.2194520547945205,0.3248493150684931,6.804356164383561,114.66666666666667
1987,14.998630136986302,14.998630136986302,3.8493150684931505,3.8493150684931505,9.421369863013698,9.421369863013698,11.14931506849315,2.3334246575342465,0.38273972602739725,1.4925753424657535,96.33333333333333
1988,14.610109289617487,14.610109289617487,1.7816939890710382,1.7816939890710382,8.19535519125683,8.19535519125683,12.828415300546448,1.705464480874317,0.270655737704918,2.33551912568306,93.33333333333333
1989,13.133972602739727,13.133972602739727,1.1756164383561645,1.1756164383561645,7.153150684931507,7.153150684931507,11.958356164383561,1.635068493150685,0.22057534246575342,1.4749041095890412,100.33333333333333
1990,14.724383561643835,14.724383561643835,3.210684931506849,3.210684931506849,8.966027397260273,8.966027397260273,11.513698630136986,2.544931506849315,0.38964383561643834,1.9452602739726028,101
1991,14.54109589041096,14.54109589041096,2.984109589041096,2.984109589041096,8.762739726027398,8.762739726027398,11.556986301369863,2.723835616438356,0.2999452054794521,3.004794520547945,95
1992,13.341256830601093,13.341256830601093,2.693169398907104,2.693169398907104,8.018852459016394,8.018852459016394,10.64808743169399,2.2330601092896174,0.2796448087431694,1.3900819672131148,104.66666666666667
1993,13.181643835616438,13.181643835616438,2.7315068493150685,2.7315068493150685,7.953698630136986,7.953698630136986,10.45013698630137,3.02,0.40783561643835614,2.5489041095890412,117
1994,14.311232876712328,14.311232876712328,2.191780821917808,2.191780821917808,8.254520547945205,8.254520547945205,12.11945205479452,2.3375342465753426,0.5747671232876712,5.4925205479452055,97.33333333333333
1995,14.003013698630136,14.003013698630136,2.7643835616438355,2.7643835616438355,8.381917808219178,8.381917808219178,11.238630136986302,2.34,0.4396438356164384,2.981068493150685,86
1996,11.868306010928961,11.868306010928961,1.101912568306011,1.101912568306011,6.483606557377049,6.483606557377049,10.76639344262295,2.2010928961748633,0.349016393442623,2.3675409836065575,120
1997,12.420821917808219,12.420821917808219,2.3164383561643835,2.3164383561643835,7.37013698630137,7.37013698630137,10.104383561643836,2.0052054794520546,0.4076986301369863,1.4308493150684931,105.66666666666667
1998,14.942465753424658,14.942465753424658,4.95972602739726,4.95972602739726,9.949315068493151,9.949315068493151,9.982739726027397,2.7819178082191782,0.3297808219178082,1.659068493150685,58
1999,14.532602739726027,14.532602739726027,3.3797260273972602,3.3797260273972602,8.954246575342466,8.954246575342466,11.152876712328768,2.225205479452055,0.34657534246575344,2.045013698630137,76.66666666666667
2000,13.46448087431694,13.46448087431694,2.8382513661202187,2.8382513661202187,8.154918032786885,8.154918032786885,10.62622950819672,2.7972677595628417,0.4940437158469945,2.8909016393442624,60.666666666666664
2001,14.14904109589041,14.14904109589041,3.7665753424657535,3.7665753424657535,8.957534246575342,8.957534246575342,10.382465753424658,2.67972602739726,0.09876712328767123,3.9763835616438357,119.33333333333333
2002,14.056164383561644,8.255629139072848,3.4326027397260273,-1.7410596026490066,8.833150684931507,3.256953642384106,10.623561643835616,1.8243835616438355,0.22684931506849315,0.6796438356164384,52.333333333333336
2003,13.542465753424658,NA,2.1084931506849314,NA,7.964109589041096,NA,11.433972602739725,2.2104109589041094,0.20591780821917807,0.501041095890411,94.66666666666667
2004,13.618306010928961,NA,3.095081967213115,NA,8.489617486338798,NA,10.523224043715848,2.7366120218579235,0.20594520547945205,1.1797814207650272,84.33333333333333
2005,14.544657534246575,NA,3.6063013698630138,NA,9.21013698630137,NA,10.938356164383562,1.7221917808219178,0.4383561643835616,2.6095890410958904,102.66666666666667
2006,14.403561643835616,NA,4.090958904109589,NA,9.381369863013699,NA,10.312602739726028,2.5572602739726027,0.24002739726027397,0.8559452054794521,97.66666666666667
2007,14.08027397260274,NA,3.6057534246575345,NA,8.972876712328768,NA,10.474520547945206,3.0923287671232877,0.574,4.175342465753425,79.66666666666667
2008,12.657650273224045,NA,1.9650273224043715,NA,7.442349726775956,NA,10.692622950819672,3.0612021857923497,0.7710382513661203,6.023825136612022,118.66666666666667
2009,12.904931506849316,NA,2.224109589041096,NA,7.696164383561644,NA,10.680821917808219,2.6695890410958905,0.37983561643835617,4.054230769230769,103.66666666666667
2010,14.516712328767124,NA,3.714246575342466,NA,9.117534246575342,NA,NA,2.6356164383561644,0.3137808219178082,3.5072876712328767,93.66666666666667
2011,14.055342465753425,NA,3.5197260273972604,NA,8.786575342465753,NA,NA,2.1295890410958904,0.3923287671232877,3.249808219178082,115
2012,16.661202185792348,NA,4.862568306010929,NA,10.75983606557377,NA,NA,1.830601092896175,0.35347945205479453,1.5475956284153005,70.66666666666667
2013,12.956438356164384,NA,2.386027397260274,NA,7.670958904109589,NA,NA,3.16,0.5059452054794521,4.14054794520548,99
2014,12.473698630136987,NA,1.803013698630137,NA,7.138082191780822,NA,NA,2.461095890410959,0.2936712328767123,3.6325479452054794,123.66666666666667
2015,14.366849315068492,NA,3.747945205479452,NA,9.055068493150685,NA,NA,2.7569863013698632,0.25465753424657533,2.038958904109589,107.66666666666667
2016,14.631693989071039,NA,4.63551912568306,NA,9.634426229508197,NA,NA,3.163934426229508,0.3046174863387978,1.8876502732240437,64.33333333333333
2017,14.241917808219178,NA,3.927123287671233,NA,9.084383561643836,NA,NA,2.6652054794520548,0.1761095890410959,0.8837808219178083,75
2018,13.338356164383562,NA,3.2413698630136984,NA,8.28986301369863,NA,NA,3.5254794520547947,0.34591780821917806,0.8768219178082192,97
2019,12.923561643835617,NA,2.92986301369863,NA,7.924657534246576,NA,NA,3.230684931506849,0.46273972602739727,2.143342465753425,98
2020,14.180601092896175,NA,3.789344262295082,NA,8.986612021857923,NA,NA,2.7030054644808743,0.3531693989071038,3.1854098360655736,89.66666666666667
2021,14.92876712328767,NA,3.88,NA,9.407397260273973,NA,NA,1.590958904109589,0.25392857142857145,4.384109589041096,86.66666666666667
2022,13.694794520547946,NA,3.1131506849315067,NA,8.404109589041095,NA,NA,2.603835616438356,0.308986301369863,2.136383561643836,89.33333333333333
2023,15.337808219178083,NA,4.641095890410959,NA,9.992602739726028,NA,NA,2.0731506849315067,0.41194520547945207,1.0716712328767124,96
